,n_atoms,sd_plus_yes,sd_minus_yes,mean_yes,sd_plus_no,sd_minus_no,mean_no
0,1,0.03394258548190064,0.025860375867586664,0.02990148067474365,0.025863169805867538,0.01994037709965004,0.02290177345275879
1,2,0.03710214585262183,0.031105404196206297,0.034103775024414064,0.03242796900077216,0.029380092598959278,0.03090403079986572
2,3,0.03344635744239299,0.03175950269554646,0.03260293006896973,0.034922645427109766,0.0302844068037252,0.03260352611541748
3,4,0.04191015493319053,0.030095736866736222,0.036002945899963376,0.034051495467001834,0.02895194920462902,0.03150172233581543
4,5,0.044732700130983155,0.0316731111788313,0.03820290565490723,0.034518672378681364,0.03048858508286649,0.03250362873077393
5,6,0.03686979185490076,0.033735438476520135,0.03530261516571045,0.03555163326775247,0.030855093569405728,0.0332033634185791
6,7,0.04254995089076481,0.03345641393162288,0.038003182411193846,0.03524737370643266,0.03115887629356734,0.033203125
7,8,0.03849197019664682,0.032912010058480136,0.03570199012756348,0.043621378909307396,0.027586478222650618,0.03560392856597901
8,9,0.03801490261267311,0.03419321582604759,0.03610405921936035,0.03844495828475925,0.03136190359268216,0.034903430938720705
9,10,0.03891736199736075,0.03448914358735605,0.0367032527923584,0.03698327617348902,0.03142058773337133,0.03420193195343017
10,11,0.04171005674987809,0.03449791482299789,0.03810398578643799,0.05054874900201302,0.028058285681214518,0.03930351734161377
11,12,0.0555942576367993,0.03861198015616944,0.04710311889648437,0.05009585813480313,0.03471220537227695,0.04240403175354004
12,13,0.058755989253146304,0.03805106145180975,0.04840352535247803,0.05534952108265259,0.032257719594227297,0.043803620338439944
13,14,0.04669716829004998,0.035708255827992016,0.041202712059021,0.04649523590101754,0.03471122886643851,0.040603232383728025
14,15,0.04505569963777772,0.040552019783609,0.04280385971069336,0.04740444633715563,0.03330777671582288,0.040356111526489255
15,16,0.039757316866676905,0.03605082674904576,0.03790407180786133,0.03805460173839251,0.03355217736011823,0.03580338954925537
16,17,0.03924131475801854,0.035565661560340835,0.03740348815917969,0.04214379409848328,0.034063462218655395,0.03810362815856934
17,18,0.047962346141202754,0.036645159657137084,0.04230375289916992,0.04003695381234289,0.03476987945486902,0.037403416633605954
18,19,0.05085135203227746,0.03815607327595008,0.04450371265411377,0.04200835635374511,0.03519825527955567,0.03860330581665039
19,20,0.050015409985642544,0.03999070306672562,0.04500305652618408,0.06415575625135903,0.03725377438828942,0.05070476531982422
20,21,0.05094211505884606,0.04066812587743324,0.04580512046813965,0.04409692979814858,0.03751041196820884,0.04080367088317871
21,22,0.04493797732193996,0.03846875714461278,0.04170336723327637,0.04267759297837762,0.03833179499159308,0.04050469398498535
22,23,0.07504100815892326,0.03376798613428963,0.054404497146606445,0.041928529134910957,0.037878704675513845,0.0399036169052124
23,24,0.0478449865753282,0.04116119895628801,0.044503092765808105,0.042424225222735985,0.039183879483074564,0.040804052352905275
24,25,0.050080687286565784,0.04112572026043129,0.04560320377349854,0.0434674663148072,0.03913980297230218,0.04130363464355469
25,26,0.04946847009668551,0.04173879575719633,0.04560363292694092,0.06839590541623417,0.031812901575342986,0.050104403495788576
26,27,0.051494641858289746,0.043112377566148725,0.047303509712219236,0.04599434413001943,0.03961342297508311,0.04280388355255127
27,28,0.05997762977435983,0.04542927444622122,0.052703452110290525,0.054323767603015494,0.041484929143810675,0.047904348373413085
28,29,0.054927042359956595,0.04328643954311958,0.04910674095153809,0.05413276137227503,0.041877494441323604,0.04800512790679932
29,30,0.07889838205629024,0.03910732282347049,0.05900285243988037,0.04953385176384026,0.04247731385505622,0.04600558280944824
30,31,0.05345195396244177,0.044555105134848276,0.04900352954864502,0.05816911272555798,0.042640604452786744,0.05040485858917236
31,32,0.06510983649613898,0.04689973648664911,0.056004786491394044,0.05952761018500759,0.0442828432299094,0.05190522670745849
32,33,0.054601485118030146,0.04980859102332727,0.05220503807067871,0.05567168120198139,0.044537173473311584,0.05010442733764649
33,34,0.07473389253775657,0.04527586355050027,0.06000487804412842,0.06791377502816116,0.04189581435782516,0.05490479469299316
34,35,0.062416886363127415,0.05279154869546634,0.057604217529296876,0.061542469858729076,0.04726824104825335,0.05440535545349121
