,n_atoms,sd_plus_yes,sd_minus_yes,mean_yes,sd_plus_no,sd_minus_no,mean_no
0,1,0.02433156212932039,0.019271333607373944,0.021801447868347167,0.021250187489860083,0.019352639582283473,0.020301413536071778
1,2,0.02269214261926988,0.019110025273186174,0.020901083946228027,0.021011211212413568,0.017991827193958504,0.019501519203186036
2,3,0.022831766502693154,0.019372279746696495,0.021102023124694825,0.02033631903195079,0.018064903197053114,0.019200611114501952
3,4,0.027443900240778793,0.020360073910832534,0.023901987075805663,0.020562076426899775,0.01863703741892542,0.019599556922912598
4,5,0.027378942037882995,0.01982450339668732,0.023601722717285157,0.022240194143400314,0.018563762842073322,0.020401978492736818
5,6,0.02567872612764295,0.02272725493619982,0.024202990531921386,0.020977626557704958,0.01922627854788586,0.02010195255279541
6,7,0.025518686294712406,0.022885625839076655,0.02420215606689453,0.02255137593273321,0.01965276568408808,0.021102070808410645
7,8,0.027351263173188985,0.024253818385038553,0.02580254077911377,0.024178671605016726,0.020625901454065305,0.022402286529541016
8,9,0.03444175311600991,0.024964527401568216,0.029703140258789062,0.023667668889556175,0.021136999536957496,0.022402334213256835
9,10,0.04177180081519158,0.02343415469017951,0.032602977752685544,0.0255164593445217,0.021488621832236113,0.023502540588378907
10,11,0.03021870163413703,0.026786656108172536,0.028502678871154784,0.024771601479280793,0.022233193595182096,0.023502397537231445
11,12,0.033814787809066334,0.02898972040016218,0.03140225410461426,0.0261081871249321,0.023097068383490748,0.024602627754211424
12,13,0.03479965237556857,0.029806203566203886,0.03230292797088623,0.02643522771722989,0.025170139943292574,0.02580268383026123
13,14,0.035004736843184454,0.03159959131233312,0.03330216407775879,0.027591647025477676,0.0260145293508651,0.026803088188171387
14,15,0.03718979537891488,0.034615538712271646,0.035902667045593264,0.02890825410924697,0.025897310771124126,0.027402782440185548
15,16,0.03990317337036219,0.034502401428221786,0.03720278739929199,0.0315022203420254,0.02690165310157812,0.02920193672180176
16,17,0.05186024377519485,0.03834790518110398,0.04510407447814942,0.03807826767512612,0.02972726096562095,0.033902764320373535
17,18,0.05192947125179448,0.043277790787390094,0.04760363101959229,0.03645402405374631,0.03095224883443729,0.0337031364440918
18,19,0.05092660041040221,0.043681229637205214,0.04730391502380371,0.03587063978514151,0.03273554612794443,0.03430309295654297
19,20,0.04891851032488797,0.04408829128033664,0.0465034008026123,0.038238508692107424,0.03216168166128613,0.035200095176696776
20,21,0.05361205844555428,0.04659298153247307,0.050102519989013675,0.041923765212984,0.03268403622439393,0.03730390071868896
21,22,0.056337928909563885,0.04967088685581698,0.05300440788269043,0.03723661824992022,0.03517096117207685,0.03620378971099854
