,n_atoms,mean_exec_time_yes,mean_exec_time_no
0,15,0.03460314273834229,0.03060307502746582
1,16,0.035803604125976565,0.032503485679626465
2,17,0.038003277778625486,0.03210327625274658
3,18,0.03730385303497315,0.03450348377227783
4,19,0.03950345516204834,0.03340380191802979
5,20,0.03860385417938232,0.03530399799346924
