,n_atoms,mean_exec_time_yes,mean_exec_time_no
0,2,0.577643871307373,0.8940666198730469
1,3,0.2192678451538086,0.2756217002868652
2,4,0.14351050853729247,0.1384110927581787
3,5,0.07290570735931397,0.08540663719177247
4,6,0.0641014814376831,0.060004234313964844
5,7,0.04500494003295898,0.04370417594909668
6,8,0.04070358276367188,0.04050335884094238
7,9,0.035203409194946286,0.039703893661499026
8,10,0.035954618453979494,0.03285353183746338
