,n_atoms,mean_exec_time_yes,mean_exec_time_no
0,1,0.02270221710205078,0.02160220146179199
1,2,0.02700209617614746,0.027499628067016602
2,3,0.023103046417236327,0.021601176261901854
3,4,0.023502659797668458,0.022002053260803223
4,5,0.024202585220336914,0.022699475288391113
5,6,0.02480282783508301,0.02230215072631836
6,7,0.025702428817749024,0.02430264949798584
7,8,0.026502037048339845,0.02499988079071045
8,9,0.029702472686767577,0.027701377868652344
9,10,0.02520275115966797,0.024902701377868652
