,n_atoms,mean_exec_time_yes,mean_exec_time_no
0,1,0.052604174613952635,0.02410235404968262
1,2,0.04050381183624267,0.041704320907592775
2,3,0.028403115272521973,0.028802967071533202
3,4,0.02580249309539795,0.026402544975280762
4,5,0.02540285587310791,0.02510247230529785
5,6,0.026402711868286133,0.024802517890930176
6,7,0.02790217399597168,0.026602292060852052
7,8,0.027702689170837402,0.028902435302734376
8,9,0.026602625846862793,0.02510242462158203
9,10,0.025902652740478517,0.02550225257873535
